# 国家地名信息库·地名读音
# https://dmfw.mca.gov.cn/sound.html
#
# 地名	类型	读音
# standardName	placeType	romanAlphabetSpelling

立威模	农村居民点	Lìwēimó
沽塘溪	河流	Gūtáng Xī
西冲仔	农村居民点	Xīchōngzǎi
郭门溪	河流	Guōmén Xī
土藏沟	山谷、谷地	Saserlung
荷溪村长冲仔	农村居民点	Héxīcūnzhǎngchōngzǎi
新张沟	农村居民点	Xīnzhānggōu
河垄江家	农村居民点	Hélǒngjiāngjiā
陵州大道南段	主干路	Língzhōudàdào Nánduàn
长岛大道	主干路	Chángdǎo Dàdào
军山上	农村居民点	Jūnshānshàng
王来湾	农村居民点	Wángláiwān
拥护村村民委员会	村民委员会	Yōnghùcūn Cūnmínwěiyuánhuì
马骨嘴	农村居民点	Mǎgǔzuǐ
叶村村民委员会	村民委员会	Yècūn Cūnmínwěiyuánhuì
小南营村	农村居民点	Xiǎonányíngcūn
别那山村	农村居民点	Ponaggang Dewa
忻州圪旦村	农村居民点	Xīnzhōugēdàncūn
大温庄村民委员会	村民委员会	Dàwēnzhuāng Cūnmínwěiyuánhuì
铜河村民委员会	村民委员会	Tónghé Cūnmínwěiyuánhuì
若龙下沟	山谷、谷地	Ralungmar Khog
五龙山洞	洞穴	Wǔlóngshān Dòng
李四庄	农村居民点	Lǐsìzhuāng
塔前村民委员会	村民委员会	Tǎqián Cūnmínwěiyuánhuì
德里堰	农村居民点	Délǐyàn
大牛庄村民委员会	村民委员会	Dàniúzhuāng Cūnmínwěiyuánhuì
大扎沟	山谷、谷地	Tagtshanglung / Tagtsakhog
南行新寨	农村居民点	Nánxíngxīnzhài
苍沟下	农村居民点	Cānggōuxià
南科老寨	农村居民点	Nánkēlǎozhài
油草村村民委员会	村民委员会	Yóucǎocūn Cūnmínwěiyuánhuì
白菜庄	农村居民点	Báicàizhuāng
苍沟	农村居民点	Cānggōu
上司马岗	农村居民点	Shàngsīmǎgǎng
渚下	农村居民点	Zhǔxià
花竹山	山	Huāzhú Shān
沙罗	农村居民点	Shāluó
石咀头刘家	农村居民点	Shíjǔtóuliújiā
牛圈	农村居民点	Niúquān
雷桥	农村居民点	Léiqiáo
南行老寨	农村居民点	Nánxínglǎozhài
后埔	农村居民点	Hòupǔ
普角老寨	农村居民点	Pǔjiǎolǎozhài
小圐圙村	农村居民点	Xiǎo Huree Cūn
小豆沟村民委员会	村民委员会	Xiǎodòugōu Cūnmínwěiyuánhuì
李子凹	农村居民点	Lǐzǐ'āo
古路坪村	农村居民点	Golugthang Dewa
南宋新寨	农村居民点	Nánsòngxīnzhài
后寮	农村居民点	Hòuliáo
四脚亭	农村居民点	Sìjiǎotíng
两河口村民委员会	村民委员会	Liǎnghékǒu Cūnmínwěiyuánhuì
羊二庄村民委员会	村民委员会	Yáng'èrzhuāng Cūnmínwěiyuánhuì
路巴村	农村居民点	Rupa Dewa
牛头岭金家	农村居民点	Niútóulǐngjīnjiā
南宋老寨	农村居民点	Nánsònglǎozhài
蟠溪路	主干路	Pánxī Lù
徐营北街村民委员会	村民委员会	Xúyíngběijiē Cūnmínwěiyuánhuì
外周田	农村居民点	Wàizhōutián
鹿鸣村民委员会	村民委员会	Lùmíng Cūnmínwěiyuánhuì
照镜村民委员会	村民委员会	Zhàojìng Cūnmínwěiyuánhuì
普角老寨一队	农村居民点	Pǔjiǎolǎozhàiyīduì
直沟	山谷、谷地	Dranglung / Drikhog / Trangmo Khog / Zhígōu / Dungkhog
兔子源	农村居民点	Tùzǐyuán
问六大村	农村居民点	Wènliùdàcūn
大坳移民	农村居民点	Dà'àoyímín
东彰仪村民委员会	村民委员会	Dōngzhāngyí Cūnmínwěiyuánhuì
纳黄寨	农村居民点	Nàhuángzhài
绸子村民委员会	村民委员会	Chóuzǐ Cūnmínwěiyuánhuì
米家禄	农村居民点	Mǐjiālù
西彰仪村民委员会	村民委员会	Xīzhāngyí Cūnmínwěiyuánhuì
鹤落桥	农村居民点	Hèluòqiáo
晒沟	山谷、谷地	Serlung
后厝	农村居民点	Hòucuò
歇马村村民委员会	村民委员会	Xiēmǎcūn Cūnmínwěiyuánhuì
前寺庄村民委员会	村民委员会	Qiánsìzhuāng Cūnmínwěiyuánhuì
荣新村民委员会	村民委员会	Róngxīn Cūnmínwěiyuánhuì
期腊村	农村居民点	Qīlàcūn
树仁村民委员会	村民委员会	Shùrén Cūnmínwěiyuánhuì
富侯	农村居民点	Fùhóu
直合去乎	山谷、谷地	Zhíhéqùhū
老禾坪	农村居民点	Lǎohépíng
前李村村民委员会	村民委员会	Qiánlǐcūn Cūnmínwěiyuánhuì
纱帽源	农村居民点	Shāmàoyuán
占占沟	山谷、谷地	Tratrakhog
勐拉街	农村居民点	Měnglājiē
勿宜皮	农村居民点	Wùyípí
蟠龙岛	湖岛	Pánlóng Dǎo
范岭	农村居民点	Fànlǐng
龙古梗	河流	Lónggǔgěng
铜罗湾	农村居民点	Tóngluówān
巴路沟	山谷、谷地	Panglamkhog
顶岗	农村居民点	Dǐnggǎng
下母公郎	农村居民点	Xiàmǔgōngláng
叠云山	山	Diéyún Shān
朱湾村民委员会	村民委员会	Zhūwān Cūnmínwěiyuánhuì
巨柏村民委员会	村民委员会	Jùbó Cūnmínwěiyuánhuì
剪水坪	农村居民点	Jiǎnshuǐpíng
三大湾	湖岛	Sāndà Wān
江斯沟	河流	Jiāngsī Gōu
上勐	农村居民点	Shàngměng
鹿角山村	农村居民点	Sharagang Dewa
丰乐屯村民委员会	村民委员会	Fēnglètún Cūnmínwěiyuánhuì
上母公郎	农村居民点	Shàngmǔgōngláng
牛婆崠	山	Niúpó Dōng / Niúpó Dòng
下武马滩村	农村居民点	Xiàwǔmǎtāncūn
下勐	农村居民点	Xiàměng
东尕日村	农村居民点	Dōnggǎrìcūn
老果苴	农村居民点	Lǎoguǒzuǒ
大张卜村民委员会	村民委员会	Dàzhāngbo Cūnmínwěiyuánhuì
古路沟村	农村居民点	Golungkhog Dewa
后亭	农村居民点	Hòutíng
小把栅村	农村居民点	Xiǎobǎzhàcūn
旧勐	农村居民点	Jiùměng
西张卜村民委员会	村民委员会	Xīzhāngbo Cūnmínwěiyuánhuì
玛珠	农村居民点	Mǎzhū
岩尼那	山谷、谷地	Yarnang Nang
音堂村村民委员会	村民委员会	Yīntángcūn Cūnmínwěiyuánhuì
中勐	农村居民点	Zhōngměng
岳庄居民委员会	社区居委会（居委会）	Yuèzhuāng Jūmínwěiyuánhuì
后亭西里	农村居民点	Hòutíngxīlǐ
新迳村民委员会	村民委员会	Xīnjìng Cūnmínwěiyuánhuì
二街村居民委员会	社区居委会（居委会）	Èrjiēcūn Jūmínwěiyuánhuì
布搞	农村居民点	Bùgǎo
直合玛日尕让	山谷、谷地	Zhíhémǎrìgǎràng
板舒胡家	农村居民点	Bǎnshūhújiā
恰布沟	山谷、谷地	Khyungbab Dewa
四街村居民委员会	社区居委会（居委会）	Sìjiēcūn Jūmínwěiyuánhuì
庙子崠	山	Miàozi Dōng
卜芽沟	农村居民点	Boyágōu
驮马	农村居民点	Tuómǎ
果日龙	山谷、谷地	Guǒrìlóng
南关居民委员会	社区居委会（居委会）	Nán'guān Jūmínwěiyuánhuì
落巴沟	山谷、谷地	Ronglung Khog
凤凰崠	山	Fènghuáng Dòng
小西关居民委员会	社区居委会（居委会）	Xiǎoxīguān Jūmínwěiyuánhuì
生坑	农村居民点	Shēngkēng
大西关居民委员会	社区居委会（居委会）	Dàxīguān Jūmínwěiyuánhuì
下岔湾	山谷、谷地	Shatrakhug
西柳林滩村	农村居民点	Xīliǔlíntāncūn
桂清村民委员会	村民委员会	Guìqīng Cūnmínwěiyuánhuì
东城后居民委员会	社区居委会（居委会）	Dōngchénghòu Jūmínwěiyuánhuì
曼棚	农村居民点	Mànpéng
樟树角	农村居民点	Zhāngshùjiǎo
西城后居民委员会	社区居委会（居委会）	Xīchénghòu Jūmínwěiyuánhuì
江陇	河流	Jiānglǒng
云海大道	主干路	Yúnhǎi Dàdào
背塘村民委员会	村民委员会	Bèitáng Cūnmínwěiyuánhuì
后亭南二里	农村居民点	Hòutíngnán'èrlǐ
大洛纣居民委员会	社区居委会（居委会）	Dàluòzhòu Jūmínwěiyuánhuì
石比科	农村居民点	Shíbǐkē
小洛纣居民委员会	社区居委会（居委会）	Xiǎoluòzhòu Jūmínwěiyuánhuì
升官堂	农村居民点	Shēngguāntáng
达秋贡	山	Dáqiū Gòng
智从车	山	Zhìcóngchē
见巴	农村居民点	Jiànbā
坑泥塘	农村居民点	Kēngnítáng
烟家斜	农村居民点	Yānjiāxié
大裤岭	山峰	Dàkù Lǐng
太甲刘家	农村居民点	Tàijiǎliújiā
吊颈湾	农村居民点	Diàojǐngwān
圹坊大院子	农村居民点	Kuàngfāngdàyuànzǐ
上坞胡家	农村居民点	Shàngwùhújiā
曾家山	山峰	Zēngjiā Shān
巴洪下滩	农村居民点	Bāhóngxiàtān
紫云阁赵家	农村居民点	Zǐyúngézhàojiā
六房丁	农村居民点	Liùfángdīng
共木能	山峰	Gòngmùnéng
打铁夏家	农村居民点	Dǎtiěxiàjiā
夏者涌	山谷、谷地	Xiàzhěyǒng
下中朝	农村居民点	Xiàzhōngcháo
香菇山	农村居民点	Xiānggūshān
克麻垭豁	山峰	Kèmá Yāhuō
桂东张家	农村居民点	Guìdōngzhāngjiā
上琴堂	农村居民点	Shàngqíntáng
打麻果	山	Dǎmá Guǒ
高削隆巴	山谷、谷地	Gāoxuēlóngbā
九湾岭	农村居民点	Jiǔwānlǐng
达捧贡	山	Dápěng Gòng
浪家	农村居民点	Làngjiā
榆树底	农村居民点	Yúshùdǐ
炮员	农村居民点	Pàoyuán
点灯包	农村居民点	Diǎndēngbāo
达旺腊卡	山	Dáwàng Làkǎ
加哈兰门	山峰	Jiāhālánmén
拉香洛陇	山谷、谷地	Lāxiāngluòlǒng
百神墩	农村居民点	Bǎishéndūn
老良瓦	农村居民点	Lǎoliángwǎ
七里岗下艾	农村居民点	Qīlǐgǎngxiàài
县治	农村居民点	Xiànzhì
望仙	农村居民点	Wàngxiān
拉加垭豁	山峰	Lājiā Yāhuō
北山下刘	农村居民点	Běishānxiàliú
老中团	农村居民点	Lǎozhōngtuán
西沟李家	农村居民点	Xīgōulǐjiā
新良瓦	农村居民点	Xīnliángwǎ
新中团	农村居民点	Xīnzhōngtuán
韩家庙	农村居民点	Hánjiāmiào
筲箕荡	农村居民点	Shāojīdàng
坨田埂	农村居民点	Tuótiángěng
截当沟	农村居民点	Jiédānggōu
港边金家	农村居民点	Gǎngbiān Jīn Jiā
查龙穷	山谷、谷地	Chálóngqióng
苇子池	农村居民点	Wěizǐchí
章朗中寨	农村居民点	Zhānglǎngzhōngzhài
午田	农村居民点	Wǔtián
黄家圩	农村居民点	Huángjiāwéi
木家林	农村居民点	Mùjiālín
桑林头	农村居民点	Sānglíntóu
西畈吴家	农村居民点	Xīfànwújiā
潘东坑	农村居民点	Pāndōngkēng
林业队	农村居民点	Línyèduì
色日隆荣	山体	Sèrìlóngróng
曼佤新寨	农村居民点	Mànwǎxīnzhài
涵安桥	农村居民点	Hán'ānqiáo
楼下易	农村居民点	Lóuxiàyì
姣家湖	农村居民点	Jiāojiāhú
烧瓦山	农村居民点	Shāowǎshān
图塘	农村居民点	Tútáng
杨家车	农村居民点	Yángjiāchē
下色玛东	山体	Xiàsèmǎdōng
后南庄	农村居民点	Hòunánzhuāng
黄江渡	农村居民点	Huángjiāngdù
坝南头	农村居民点	Bànántóu
曼方	农村居民点	Mànfāng
大洲大塭	农村居民点	Dàzhōudàwēn
更倾扎谷	山峰	Gēngqīngzhāgǔ
高围仔	农村居民点	Gāowéizǎi
野源	农村居民点	Yěyuán
西庄村桥头	农村居民点	Xīzhuāngcūnqiáotóu
阳田尖	农村居民点	Yángtiánjiān
丢坑	农村居民点	Diūkēng
荐头金家	农村居民点	Jiàntóujīnjiā
张口石	农村居民点	Zhāngkǒushí
石灰山下	农村居民点	Shíhuīshānxià
日阿松	山峰	Rì'āsōng
阿布德仁台音高勒	山谷、谷地	Abdarantain Gôl
懒牛窝	农村居民点	Lǎnniúwō
桥亭村民委员会	村民委员会	Qiáotíng Cūnmínwěiyuánhuì
大阿村下黄泥塘	农村居民点	Dà'ācūnxiàhuángnítáng
毛套木	盆地	Mûû Tôhm
浆源上村	农村居民点	Jiāngyuánshàngcūn
黄良村	村民委员会	Huángliáng Cūn
骞必诺村护林	森林	Chagpanangdewanagsrung
架雄山	山	Jiàxióng Shān
柏杨林堡堡	山坡	Bǎiyánglín Bǎobǎo
伊和海拉苏台敖瑞	山	Yeh Hailastai Ôrôi
伊和查干通根高勒	山谷、谷地	Yih Qagan Tonggin Gôl
下长龙村坑口	农村居民点	Xiàchánglóngcūnkēngkǒu
磨坪沟	山谷、谷地	Moruphen Lungba
石鹅山	农村居民点	Shí'éshān
热暖坡	山峰	Rènuǎn Pō
青杠堡堡	山	Qīnggàng Bǎobǎo
槟榔山	山峰	Bīngláng Shān
西龙山	山峰	Xīlóng Shān
阿那普	山	Anàpǔ
九渡村民委员会	村民委员会	Jiǔdù Cūnmínwěiyuánhuì
三十里	农村居民点	Sānshílǐ
赛宗山	山	Sàizōng Shān
狮尾洞	农村居民点	Shīwěidòng
桃坪水口	农村居民点	Táopíngshuǐkǒu
三爬海	农村居民点	Sānpáhǎi
邓家新基	农村居民点	Dèngjiāxīnjī
巴日登	山	Bardang
坡球	山峰	Pōqiú
三星屋基	农村居民点	Sānxīngwūjī
嘴头村民委员会	村民委员会	Zuǐtóu Cūnmínwěiyuánhuì
钟古楼	农村居民点	Zhōnggǔlóu
冬瓜洞	农村居民点	Dōngguādòng
括地扒哈都	山	Kuòdìbāhādōu
索日多	山	Suǒrìduō
敖里	农村居民点	Áolǐ
下小屯	农村居民点	Xiàxiǎotún
地岗	农村居民点	Dìgǎng
朴船山	山峰	Pǔchuán Shān
池阳坡	农村居民点	Chíyángpō
双清柳渡街	次干路	Shuāngqīngliǔdù Jiē
玉头坡	农村居民点	Yùtóupō
本森木洼尔玛	河流	Běnsēnmùwā'ěrmǎ
苟子垴	农村居民点	Gǒuzǐnǎo
马坝山	农村居民点	Mǎbàshān
龙平村	村民委员会	Lóngpíng Cūn
浑德伦敖劳木	农村居民点	Hondlon Ôlôm
瑶池村民委员会	村民委员会	Yáochí Cūnmínwěiyuánhuì
望月街	次干路	Wàngyuè Jiē
暗垄底	农村居民点	Ànlǒngdǐ
棕树堡堡	山	Zōngshù Bǎobǎo
碾子盖	农村居民点	Niǎnzǐgài
道水塘	山	Dàoshuǐtáng
三联村	村民委员会	Sānlián Cūn
安门沟	山谷、谷地	Antsi Lungba
下半岭	农村居民点	Xiàbànlǐng
多干龙洼	河流	Duōgàn Lóngwā
上小屯	农村居民点	Shàngxiǎotún
下常家扁	农村居民点	Xiàchángjiābiǎn
里垅	农村居民点	Lǐlǒng
挖本门	山	Wāběnmén
里山迳	山坡	Lǐshānjìng
田家堡堡	山	Tiánjiā Bǎobǎo
后壁山	山峰	Hòubì Shān
敦厚村民委员会	村民委员会	Dūnhòu Cūnmínwěiyuánhuì
巴嘎茫哈	农村居民点	Bagmangh
浪玛曲沟	山谷、谷地	Làngmǎqǔ Gōu
吉古村村民委员会	村民委员会	Jígǔcūn Cūnmínwěiyuánhuì
暗垄尾	农村居民点	Ànlǒngwěi
刘五沟	农村居民点	Liúwǔgōu
官港四大队	农、林、牧场点	Guāngǎng 4 Dàduì
掘坳	农村居民点	Jué'ào
严山	山峰	Yán Shān
浩雅日阿木特	农、林、牧场点	Hoyor Amt
本岗谢	山谷、谷地	Běngǎngxiè
巴彦召	农村居民点	Bayanjôô
下湖洞巷	次干路	Xiàhúdòng Xiàng
海棠梨垴	山	Hǎitánglí Nǎo
资都咀咀	山	Zīdōujǔjǔ
昌西路	支路	Chāngxī Lù
向阳北路	次干路	Xiàngyáng Běilù
官港一大队	农、林、牧场点	Guāngǎngyī Dàduì
许家坊	农村居民点	Xǔjiāfāng
半坡	山	Bànpō
哈日达日格	农、林、牧场点	Har Dargi
折木龙	河流	Shémùlóng
邓山	农村居民点	Dèngshān
芒罕图扎拉格	盆地	Manght Jalag
枫树山村	农村居民点	Fēngshùshāncūn
奇贝	农村居民点	Qíbèi
白竹岭	农村居民点	Báizhúlǐng
黄洛连	农村居民点	Huángluòlián
大宕	农村居民点	Dàdàng
拖木琼隆哇	河流	Tuōmùqiónglóngwā
毛德扎拉格	盆地	Môd Jalag
象湖路	次干路	Xiànghú Lù
中间富	农村居民点	Zhōngjiānfù
冗若坡	山峰	Rǒngruòpō
岩大田	农村居民点	Yándàtián
阿勺腊	山	Asháolà
哨大井沟	山	Shàodàjǐnggōu
淇塘蔡	农村居民点	Qítángcài
瓘坑村民委员会	村民委员会	Guànkēng Cūnmínwěiyuánhuì
上棺湖山	山峰	Shàngguānhú Shān
下仙鱼	农村居民点	Xiàxiānyú
白沙下	农村居民点	Báishāxià
叶勒合	河流	Yèlèhé
骞必诺护林	森林	Chagpanang Nagsrung
斯日本	农、林、牧场点	Serben
阿拿华杂底	山	Anáhuázádǐ
下坪山	农村居民点	Xiàpíngshān
白岩坡	山峰	Báiyán Pō
下垅新村	农村居民点	Xiàlǒngxīncūn
岩山	山峰	Yán Shān
杂尕日龙洼	河流	Zágǎrì Lóngwā
苟艻村民委员会	村民委员会	Gǒulè Cūnmínwěiyuánhuì
烂泥窝	农村居民点	Lànníwō
鸟五爬碎立子	山	Niǎowǔpásuìlìzǐ
笆箕窝	农村居民点	Bājīwō
把埂岗	山峰	Bǎgěnggǎng
谢洞口巷	次干路	Xièdòngkǒu Xiàng
陡沟袁	农村居民点	Dǒugōuyuán
影视东街	次干路	Yǐngshì Dōng Jiē
力龙沟	山谷、谷地	Lìlóng Gōu
影视西街	次干路	Yǐngshì Xī Jiē
莲花扁	农村居民点	Liánhuābiǎn
猪槽孔	山峰	Zhūcáokǒng
岩且底	山	Yánqiědǐ
荆树庄	农村居民点	Jīngshùzhuāng
阳明路	次干路	Yángmíng Lù
九族护林	森林	Gutsegnagsrung
槽下村民委员会	村民委员会	Cáoxià Cūnmínwěiyuánhuì
莫林	农、林、牧场点	Mûren
灵芝门社区居委会	社区居委会（居委会）	Língzhīmén Shèqūjūwěihuì
双冠尖	山峰	Shuāngguān Jiān
义合美村	农村居民点	Yìhéměicūn
布城松山下	农村居民点	Bùchéngsōngshānxià
开麻沟	山谷、谷地	Kalmakong
中山路二巷	次干路	Zhōngshānlù 2 Xiàng
羊打米	山	Yángdǎmǐ
玉仚	农村居民点	Yùxiān
熊山	山峰	Xióng Shān
马倦龙洼	山谷、谷地	Mǎjuàn Lóngwā
刘家山新村	农村居民点	Liújiāshānxīncūn
陶家里	农村居民点	Táojiālǐ
中户杨	农村居民点	Zhōnghùyáng
丰树组	农村居民点	Fēngshùzǔ
马鞍山社区居委会	社区居委会（居委会）	Mǎ'ānshān Shèqūjūwěihuì
哈日尚德	农、林、牧场点	Har Xand
活水张	农村居民点	Huóshuǐzhāng
却格龙洼	山谷、谷地	Quègé Lóngwā
逼嫁坪	农村居民点	Bījiàpíng
黑水沟	山谷、谷地	Hesre Lungwa
坡坪村	村民委员会	Pōpíng Cūn
活水田	农村居民点	Huóshuǐtián
厅堂湾	农村居民点	Tīngtángwān
山园里	农村居民点	Shānyuánlǐ
中佈	农村居民点	Zhōngbù
鱼鼻钗龙洞	泉	Yúbíchāi Lóngdòng
五金	农村居民点	Wǔjīn
得胜山	山	Déshèng Shān
马家冲社区居委会	社区居委会（居委会）	Mǎjiāchōng Shèqūjūwěihuì
敦达萨拉	农、林、牧场点	Dund Salaa
拉高村	村民委员会	Lāgāo Cūn
年治日玛	山体	Niánzhìrìmǎ
园林沟	山	Yuánlín Gōu
白枝姑	农村居民点	Báizhīgū
东巴彦塔拉嘎查	农村居民点	Dōng Bayan'talgacaa
麻坳	农村居民点	Má'ào
后杓村民委员会	村民委员会	Hòusháo Cūnmínwěiyuánhuì
汉堂	农村居民点	Hàntáng
王狗啥	农村居民点	Wánggǒushá
明德路	主干路	Míngdé Lù
尕莫登奏	山体	Gǎmòdēngzòu
乌日都章棍塔拉	农村居民点	Ûrdjɑnɡɡûûntɑl
禾稿丘	农村居民点	Hégǎoqiū
焦家凹村民委员会	村民委员会	Jiāojiāwā Cūnmínwěiyuánhuì
燥溪	河流	Zàoxī
陶海包勒格	泉	Tôhôi Bûlag
合圳	农村居民点	Hézhèn
斗米塘张家	农村居民点	Dòumǐtángzhāngjiā
拉安大桥	农村居民点	Lā'āndàqiáo
空下溪	河流	Kōngxiàxī
北门河	河流	Běimén Hé
何家大坪	农村居民点	Héjiādàpíng
麻姑庵	农村居民点	Mágū'ān
学堂峒	农村居民点	Xuétángtóng
乌日图	山	Uurt
得胜路	主干路	Déshèng Lù
巴色塞	山体	Bāsèsài
张村村村民委员会	村民委员会	Zhāngcūncūn Cūnmínwěiyuánhuì
乾上村民委员会	村民委员会	Qiánshàng Cūnmínwěiyuánhuì
大田沟村村民委员会	村民委员会	Dàtiángōucūn Cūnmínwěiyuánhuì
黄龙坑村民委员会	村民委员会	Huánglóngkēng Cūnmínwěiyuánhuì
巴嘎要鲁	农村居民点	Bɑɡyôl
隘岭	山口、关隘	Ài Lǐng
高椅坡	农村居民点	Gāoyǐpō
鑫源大道	支路	Xīnyuán Dàdào
斗米塘詹家	农村居民点	Dòumǐtángzhānjiā
九重坑	河流	Jiǔzhòngkēng
迤帕拉上村	农村居民点	Yǐpàlāshàngcūn
扎何拉	山体	Zhāhélā
乌日都来申台	农村居民点	Ûrdlɑisɑntɑi
后举村民委员会	村民委员会	Hòujǔ Cūnmínwěiyuánhuì
洗勺	农村居民点	Xǐsháo
瑙棍哈达	山	Nôgôôn Had
新倪家	农村居民点	Xīnníjiā
桥头北区	农村居民点	Qiáotóuběiqū
谢家坡上	农村居民点	Xièjiāpōshàng
詹厝里地溪	河流	Zhāncuòlǐdì Xī
塘尾村村民委员会	村民委员会	Tángwěicūn Cūnmínwěiyuánhuì
麦尽	农村居民点	Màijìn
白车务	农村居民点	Báichēwù
陈家桥巷	支路	Chénjiāqiáo Xiàng
波扁乍	农村居民点	Bōbiǎnzhà
缺路桥	农村居民点	Quēlùqiáo
龙形岭	山峰	Lóngxínglǐng
交赛错拉	山体	Jiāosàicuòlā
小望城坡	农村居民点	Xiǎowàngchéngpō
辉图来申台	农村居民点	Hôitlɑisɑntɑi
尖岭岗	山	Jiānlǐnggàng
李坊营	农村居民点	Lǐfāngyíng
汾水溪	河流	Fénshuǐ Xī
敦达达巴	山	Dûnd Dabaa
莱溪村民委员会	村民委员会	Láixī Cūnmínwěiyuánhuì
银河镇	乡级行政区	Yínhé Zhèn
对门冲	农村居民点	Duìménchōng
